Username,Review,Rating,Thumbsup,Date
Deathforce,"If anything, the “professional critic” reviews tell a lot when they decide to dish out wonderful ratings to a film like The Last Jedi, and attempt to subdue the awesomeness of a film such as this one. Talk about douchebags throwing a turdIf anything, the “professional critic” reviews tell a lot when they decide to dish out wonderful ratings to a film like The Last Jedi, and attempt to subdue the awesomeness of a film such as this one. Talk about douchebags throwing a turd sandwich into the punchbowl.Back to the film. Scorsese would be proud, and the acting of Phoenix was mind-blowing through it all from the cringe moments to the sadness shown deep in the eyes of the character and during the manifestation of the Joker himself. Hats off to everyone who made this film happen.… Expand",10,8,"Oct  6, 2019"
DeseHache,Must watch.Knock Knock. Best Movie 2019: Joker. MASTERPIECE!This movie has it all,10,8,"Oct  6, 2019"
VoodooDudeMan,An amazing piece of cinema which I would recommend to everyone. Very smart reflection on Humanity and Society and a Great Joker portrayal. 10/10,10,8,"Oct  6, 2019"
JasonReviews,"Absolutely incredible, definitely a must watch. 10/10 would recommend seeing this film.",10,8,"Oct  6, 2019"
PurdueCrow,"Great Movie, don't believe the ""critics"" that have an agenda. See the movie and decide for yourself.",10,8,"Oct  6, 2019"
ccalcium,"Incredible acting, cinematography, soundtrack, story, writing, action. All-round just excellent and easily one of the best movies of the year. A must-see.Truly bizarre some of the scores we are seeing from critics on this film, and justIncredible acting, cinematography, soundtrack, story, writing, action. All-round just excellent and easily one of the best movies of the year. A must-see.Truly bizarre some of the scores we are seeing from critics on this film, and just goes to show you really can't trust them - their agendas and virtue signalling seem to keep them from forming an honest opinion and judging the film for what it is.… Expand",9,7,"Oct  6, 2019"
skaz001,"A sickening movie with a great actor. If you like disturbing, ugly, sick storylines, here's the one for you. It portrays mental illness in a way that is very sad and untrue. Sick.",0,5,"Oct  6, 2019"
DanielKilledEli,"While it is not for everyone, this was such an entertaining movie. Everybody is taking it so literally, but remember it is a comic book origin story not a biography.",10,5,"Oct  6, 2019"
allisonjane65,Unrelentingly bleak but absolutely captivating. There's really nothing more that I can add to the praise it's already garnered. Go see.,9,22,"Oct  6, 2019"
Chrisc298,Amazing piece of cinema as a stand-alone film. Even better as a part of the DC universe. DC movies always seem to be amazing when grounded in gritty reality in some Christopher Nolan-esque way. This certainly delivers. Brave departure fromAmazing piece of cinema as a stand-alone film. Even better as a part of the DC universe. DC movies always seem to be amazing when grounded in gritty reality in some Christopher Nolan-esque way. This certainly delivers. Brave departure from the current uninteresting pop cinema DCEU that has destroyed the legacy that man of steel and Chris Nolan’s Batman left. A well deserved 10. The only 2 criticisms being a small segment of hammy acting at the “interview” scene (later completely forgotten after the culmination!) and that the back story between the train and riots should have been Developed a little betterdeveloped between the… Expand,10,7,"Oct  6, 2019"
MicycleTheBicyc,"Amazing acting and origin story for the joker, pulls from multiple comics and ties it together well.",10,7,"Oct  6, 2019"
Scorpionz980,"Beautiful film, great acting of Philips in the Joker, very deep this film because it shows how each scene falls lower and lower, it's a recommended movie to see, the plot is pretty, but otherwise it's great",10,5,"Oct  6, 2019"
Jhao,"Uma obra prima dos cinemas. Perfeito do começo ao fim, show de atuação de Joaquin Phoenix. Digna de Oscar, magnífica.",10,0,"Oct  6, 2019"
LightningFlash,First time I am in complete disagreement from the critics. This movie was a masterpiece through and through.,10,0,"Oct  6, 2019"
X-men1995Fringe,"Piece of **** ! Psychotic movie... about a Psychokiller, the movie tries to make you emphatize with a Psycho serial killer.",0,5,"Oct  6, 2019"
xanor1mg,"Fantastic movie! It had great acting, directing, cinematography and score. Joaquin Phoenix is phenomenal.",10,8,"Oct  6, 2019"
ALCAN-BROS29,"Without a doubt the best movie of 2019. Great movie with some very, very good acting.",10,6,"Oct  6, 2019"
JosiasEliaquim,"This is a film that masterfully presents what it proposes to do.  With a right dose at every point in the movie, and a highlight for Joaquin Phoenix's frighteningly spectacular acting, this movie will not only be a milestone in the history ofThis is a film that masterfully presents what it proposes to do.  With a right dose at every point in the movie, and a highlight for Joaquin Phoenix's frighteningly spectacular acting, this movie will not only be a milestone in the history of comic book adaptations, but also as an influence on other genres.  Simply a spectacle!… Expand",10,6,"Oct  6, 2019"
gasoft,"The message outside the fantasy of the superheroes is marked by the unequal and lack of context to understand the development of each person, is judged without arguments and pursued without justification generating alter egos in societyThe message outside the fantasy of the superheroes is marked by the unequal and lack of context to understand the development of each person, is judged without arguments and pursued without justification generating alter egos in society justified and with context.… Expand",9,0,"Oct  6, 2019"
antmolly1995,"Joker is a hard film to love but an easy one to admire. As many others have commented, it is a very grim watch with only a few moments of gallows humor to lift the tension. That being said, I would urge any lover of cinema to see it. At least once.",9,35,"Oct  6, 2019"
Amirhosseingh,"My Biggest Problem with this is that this is not faithful to its source.its just uising a popular comicbook character name to guarantee its sell.you joker is not a crazy man who is the nemesis if batman in this movie.its just victim that youMy Biggest Problem with this is that this is not faithful to its source.its just uising a popular comicbook character name to guarantee its sell.you joker is not a crazy man who is the nemesis if batman in this movie.its just victim that you can be sympathic to him.however,plot twist in this movie is unacceptable for Comic fans.I dont why joker fanboys are like that.its fan score is more than The Dark Kight now!!!!… Expand",5,2,"Oct  6, 2019"
